"id","tree","Sp","x","y","h.dist","dbh","h","dead","v.user","w.user"
10,11,21,-10.8283999999985,6.35800000000745,12.55700643,29,14.9,NA,NA,0.19297586
10,12,21,-5.30539999995381,-12.1160000003874,13.2266672,32.8,16,NA,NA,0.265086976
10,13,21,2.88959999999497,-12.9660000000149,13.28408612,31.7,14.6,NA,NA,0.2259394676
10,14,21,-12.6034000000218,-4.71800000034273,13.45753378,29,14.5,NA,NA,0.1877953
10,15,21,8.48860000004061,-10.9740000003949,13.87389657,30,17.7,NA,NA,0.245322
10,16,21,13.5585999999894,4.09199999924749,14.16263033,37.8,15.1,NA,NA,0.3322624536
10,17,21,7.56059999996796,-13.3710000002757,15.36054405,28.5,16.1,NA,NA,0.201389265
10,18,21,12.9496000000509,8.31699999980628,15.39040705,29.7,14.8,NA,NA,0.2010459528
10,19,21,-13.6524000000209,-7.28000000026077,15.47211769,29.1,16.6,NA,NA,0.2164785084
10,20,21,-12.263399999938,-9.85400000028312,15.73188786,25.2,16.2,NA,NA,0.1584297792
10,21,21,15.7245999999577,-2.07400000002235,15.86078564,33.8,12.7,NA,NA,0.2234384152
10,22,21,14.6635999999708,-6.29000000003725,15.95572828,34.5,15.6,NA,NA,0.28594566
10,23,21,-9.9314000000013,-12.9040000000969,16.28330194,32,15.9,NA,NA,0.25073664
10,24,21,-13.7463999999454,8.82099999953061,16.33320403,39.5,15.6,NA,NA,0.37483446
10,25,21,-1.30739999993239,16.401999999769,16.45402379,31.5,15.7,NA,NA,0.239906205
10,26,21,-4.92539999994915,16.2269999999553,16.95803922,31.5,14,NA,NA,0.2139291
10,27,21,11.6996000000509,-12.75,17.30442545,25.6,14.6,NA,NA,0.1473511424
10,28,21,-5.58939999993891,-16.410000000149,17.33578647,35.5,16.2,NA,NA,0.31440717
10,29,21,-11.3343999999342,13.4469999996945,17.58665495,31.6,14.7,NA,NA,0.2260540128
10,30,21,16.7175999999745,7.28499999921769,18.23593636,42.5,16.3,NA,NA,0.453404875
