"id","tree","Sp","horizontal.distance","dbh","total.height","dead","x","y"
2,28,21,15.66287503,25.8,10.5,NA,1.80949999997392,-15.5580000001937
2,29,21,15.8198374,28.9,13.9,NA,-11.9945000000298,-10.3150000004098
2,30,21,15.94901092,31,14.1,NA,15.9004999999888,1.24299999978393
2,31,21,15.96031016,31.2,14.1,NA,0.0995000000111759,-15.9599999999627
2,32,21,16.01157835,37.3,13.6,NA,14.0555000000168,7.66899999976158
2,33,21,16.06275833,30.3,14.9,NA,11.2195000000065,-11.4950000001118
2,34,21,16.07441437,27.4,13.6,NA,-12.6835000000428,9.875
2,35,21,16.39954287,32.2,14.5,NA,-16.3774999999441,-0.849999999627471
2,36,21,16.6868077,31.1,10.8,NA,9.17050000000745,13.9409999996424
2,37,21,17.19622436,30.4,13.3,NA,-1.55249999999069,17.1260000001639
2,38,21,17.32852513,24,12,NA,-15.0215000000317,-8.63900000043213
2,39,21,17.65159764,30.3,15.3,NA,-17.3454999999376,-3.2730000000447
2,40,21,18.05867,27,13.2,NA,10.7425000000512,-14.5159999998286
2,41,21,18.449548,38.5,14.1,NA,14.4594999999972,11.4589999997988
2,42,21,18.56807627,38.9,16.7,NA,-18.4675000000279,1.92999999970198
2,43,21,19.50774934,29.5,11.5,NA,-16.9355000000214,-9.6820000000298
2,44,21,19.79443422,30.8,14,NA,-17.9904999999562,8.25600000005215
2,45,21,19.98080479,30.9,13.4,NA,-1.07250000000931,19.9519999995828
