"tree","x","y","dhi","dbh","hi","h"
10,-10.3817925,-3.20140750000001,35.2075967410934,45.0479257120562,1,10.9310578174414
10,-5.18113333333333,9.70392333333332,45.0479257120562,45.0479257120562,1.3,10.9310578174414
10,-10.314765,-3.16826000000002,25.8716983315093,45.0479257120562,1.6,10.9310578174414
10,-10.2621925,-3.16432250000002,21.258494023468,45.0479257120562,2,10.9310578174414
10,-10.2534525,-3.18654250000002,22.0523371654241,45.0479257120562,2.5,10.9310578174414
10,-10.2376225,-3.19706250000001,23.2311091686739,45.0479257120562,3,10.9310578174414
11,-13.50886,0.371119999999985,39.7312505212084,37.9612009864801,0.5,25.6204288174414
11,-13.53424,0.342454999999988,37.0263592048205,37.9612009864801,1,25.6204288174414
11,-2.41507333333333,-10.9412116666667,37.9612009864801,37.9612009864801,1.3,25.6204288174414
11,-13.5866025,0.328002499999985,36.1402447248628,37.9612009864801,1.6,25.6204288174414
11,-13.6260975,0.328987499999985,37.4555774977016,37.9612009864801,2,25.6204288174414
11,-13.640715,0.315319999999986,37.8378181976116,37.9612009864801,2.5,25.6204288174414
11,-13.6743175,0.310977499999986,37.6004946925218,37.9612009864801,3,25.6204288174414
11,-13.7222825,0.231187499999985,39.0554059541455,37.9612009864801,5,25.6204288174414
11,-13.689435,0.101064999999985,28.4061463899476,37.9612009864801,10,25.6204288174414
12,-14.4425475,3.83679749999999,22.0443591277013,33.083361576765,0.5,19.9258188174414
12,-14.44566,3.88656999999999,20.7958017817,33.083361576765,1,19.9258188174414
12,11.0307525,-4.88367583333335,33.083361576765,33.083361576765,1.3,19.9258188174414
12,-14.44606,3.93012499999999,19.835643238635,33.083361576765,1.6,19.9258188174414
12,-14.4760775,3.96881749999999,23.4651067677519,33.083361576765,2,19.9258188174414
12,-14.456415,4.00825499999999,16.9555243449866,33.083361576765,2.5,19.9258188174414
12,-14.4751875,4.07300749999998,19.4097582298289,33.083361576765,3,19.9258188174414
13,8.66155916666667,9.06852083333332,30.0155120646939,30.0155120646939,1.3,14.9789188174414
14,-5.1739525,9.76573249999999,60.1034192684703,44.5553344230008,0.5,24.2508068174414
14,-5.183155,9.72007999999999,47.5185572639564,44.5553344230008,1,24.2508068174414
14,-10.84752,-6.55384500000002,44.5553344230008,44.5553344230008,1.3,24.2508068174414
14,-5.1971775,9.70162749999998,47.5834467532663,44.5553344230008,1.6,24.2508068174414
14,-5.16455999999999,9.64058499999999,33.9166649283775,44.5553344230008,2,24.2508068174414
14,-5.18688499999999,9.59519499999999,35.4145624792882,44.5553344230008,2.5,24.2508068174414
14,-5.19192249999999,9.58782749999999,33.7774887490247,44.5553344230008,3,24.2508068174414
14,-5.22402,9.52722499999999,29.2480311672131,44.5553344230008,5,24.2508068174414
15,-12.5642808333333,-4.50238416666668,31.8984609410493,31.8984609410493,1.3,17.8971828174414
16,9.9109175,-9.46050250000001,34.0619772608702,36.919318620761,0.5,23.4441828174415
16,10.03613,-9.58024000000002,16.6658209084407,36.919318620761,1,23.4441828174415
16,-13.5595133333333,0.33651333333332,36.919318620761,36.919318620761,1.3,23.4441828174415
18,10.8433625,-4.75750750000001,32.376229534437,24.5789288824398,0.5,19.6301828174414
18,14.5224775,-1.77626416666668,24.5789288824398,24.5789288824398,1.3,19.6301828174414
18,11.0046325,-4.85841750000001,29.9501826854856,24.5789288824398,1.6,19.6301828174414
18,11.1272975,-4.95578750000001,32.2481598113859,24.5789288824398,2,19.6301828174414
18,11.1162175,-4.93672750000001,31.0191616173115,24.5789288824398,2.5,19.6301828174414
18,11.169575,-4.97821000000001,26.3736657189786,24.5789288824398,3,19.6301828174414
18,11.41369,-5.17734000000001,26.977991632987,24.5789288824398,5,19.6301828174414
18,11.573555,-5.39064500000001,24.5336653086313,24.5789288824398,7.5,19.6301828174414
19,14.6260175,-1.76008750000001,30.0802765079894,20.378671476021,0.5,16.4371828174415
19,14.5702225,-1.78997750000001,32.3924747740988,20.378671476021,1,16.4371828174415
19,-14.44357,3.90736999999999,20.378671476021,20.378671476021,1.3,16.4371828174415
19,14.4690825,-1.75702250000002,14.6266882662494,20.378671476021,1.6,16.4371828174415
19,14.5039925,-1.82033750000001,28.4044793812982,20.378671476021,2,16.4371828174415
19,14.471945,-1.86193500000001,33.0756298080414,20.378671476021,2.5,16.4371828174415
19,14.45112,-1.91182000000001,38.5537903529293,20.378671476021,3,16.4371828174415
19,14.23196,-2.04395500000001,31.3984663851112,20.378671476021,5,16.4371828174415
19,14.01479,-2.20493000000001,25.5910848158464,20.378671476021,7.5,16.4371828174415
19,13.84437,-2.38931500000001,28.6066461148464,20.378671476021,10,16.4371828174415
