"tree","x","y","dhi","dbh","hi","h"
1,-2.371375,-10.868695,39.3575544355939,38.4661485167443,0.5,17.2816578174414
1,-2.402485,-10.909455,37.706482784812,38.4661485167443,1,17.2816578174414
1,1.40810916666667,-2.95792750000001,38.4661485167443,38.4661485167443,1.3,17.2816578174414
1,-2.4028875,-10.9445625,31.1347875142616,38.4661485167443,1.6,17.2816578174414
1,-2.43097,-10.988295,33.6024001174618,38.4661485167443,2,17.2816578174414
1,-2.4341625,-11.0254675,30.5403421426029,38.4661485167443,2.5,17.2816578174414
1,-2.44068,-11.01182,18.6110959856668,38.4661485167443,3,17.2816578174414
1,-2.52036,-11.304955,32.289989473373,38.4661485167443,5,17.2816578174414
1,-2.5980575,-11.4592825,24.8947624351562,38.4661485167443,7.5,17.2816578174414
1,-2.6964725,-11.6571475,29.684155191773,38.4661485167443,10,17.2816578174414
2,-4.14981499999999,-8.73349500000001,50.5675294550578,34.9678376935695,0.5,14.6522748174415
2,-4.1470375,-8.66724250000002,39.3759249988932,34.9678376935695,1,14.6522748174415
2,-2.02519583333333,4.75213749999999,34.9678376935695,34.9678376935695,1.3,14.6522748174415
2,-4.1364575,-8.62293250000002,30.9111544110294,34.9678376935695,1.6,14.6522748174415
2,-4.1704525,-8.61643750000001,25.3282055431314,34.9678376935695,2,14.6522748174415
2,-4.2007075,-8.62792750000001,27.033158284037,34.9678376935695,2.5,14.6522748174415
2,-4.24528,-8.65239000000001,28.7552999362525,34.9678376935695,3,14.6522748174415
2,-4.3510625,-8.65614750000002,26.4871196987444,34.9678376935695,5,14.6522748174415
2,-4.50749,-8.60064500000001,22.9698580472893,34.9678376935695,7.5,14.6522748174415
2,-4.691195,-8.61535500000002,20.7942516801216,34.9678376935695,10,14.6522748174415
3,0.953750000000005,-8.53742000000002,22.8488983655302,35.5849909686947,0.5,23.0873058174414
3,0.916792500000005,-8.59230750000001,31.8643469921855,35.5849909686947,1,23.0873058174414
3,-3.96806416666666,3.65332749999999,35.5849909686947,35.5849909686947,1.3,23.0873058174414
3,0.866990000000005,-8.51149500000002,23.0892023768918,35.5849909686947,1.6,23.0873058174414
3,0.829587500000005,-8.51878250000002,24.4857371456842,35.5849909686947,2,23.0873058174414
3,0.782680000000005,-8.49827000000001,24.2683012629023,35.5849909686947,2.5,23.0873058174414
3,0.732060000000005,-8.48634500000001,24.2825171285243,35.5849909686947,3,23.0873058174414
3,0.532955000000004,-8.41228000000001,22.7156413895474,35.5849909686947,5,23.0873058174414
4,1.052765,-2.80692500000002,26.5502948618498,34.8071704754678,0.5,17.3442308174413
4,1.39367,-2.93784000000001,39.4137165371884,34.8071704754678,1,17.3442308174413
4,6.46267666666667,0.773923333333321,34.8071704754678,34.8071704754678,1.3,17.3442308174413
4,1.42406250000001,-2.98158750000001,38.0088306123961,34.8071704754678,1.6,17.3442308174413
4,1.461275,-3.00631500000002,36.9473398601537,34.8071704754678,2,17.3442308174413
4,1.4966225,-3.01547750000001,32.35514916083,34.8071704754678,2.5,17.3442308174413
4,1.516675,-3.09605000000001,37.1165017253872,34.8071704754678,3,17.3442308174413
4,1.5582575,-3.21981750000001,39.886373072718,34.8071704754678,5,17.3442308174413
4,1.57267750000001,-3.34452750000001,33.5358270577203,34.8071704754678,7.5,17.3442308174413
5,0.888260000000005,-8.57080666666668,30.720615770615,30.720615770615,1.3,13.1043588174414
5,-4.64467749999999,2.99286749999999,37.9504103143525,30.720615770615,5,13.1043588174414
6,-3.968125,3.60846499999999,33.3530815403014,42.2896022310039,0.5,18.8481488174415
6,-3.9505325,3.59426249999999,23.9647259758604,42.2896022310039,1,18.8481488174415
6,8.51882333333334,2.29118833333332,42.2896022310039,42.2896022310039,1.3,18.8481488174415
6,-3.979675,3.68410999999999,41.7776023189971,42.2896022310039,1.6,18.8481488174415
6,-4.0009575,3.70413249999999,45.808776285509,42.2896022310039,2,18.8481488174415
6,-4.0045375,3.62084249999999,42.1967580924812,42.2896022310039,2.5,18.8481488174415
6,-4.0085,3.59646499999999,38.704437809782,42.2896022310039,3,18.8481488174415
6,-3.92284749999999,3.46111749999999,32.6337462697704,42.2896022310039,5,18.8481488174415
6,-3.9433625,3.20356749999998,35.0184814558633,42.2896022310039,7.5,18.8481488174415
6,-4.04271249999999,2.95978749999999,42.6430694541631,42.2896022310039,10,18.8481488174415
7,-2.1077725,4.76079749999999,34.223141711937,33.9646794702539,0.5,25.4889348174414
7,-2.05137,4.76549499999998,34.6738358235011,33.9646794702539,1,25.4889348174414
7,-4.1370525,-8.63551750000001,33.9646794702539,33.9646794702539,1.3,25.4889348174414
7,-1.99263,4.72662999999999,33.0878911809061,33.9646794702539,1.6,25.4889348174414
7,-1.96222,4.69366999999998,31.8748795767108,33.9646794702539,2,25.4889348174414
7,-1.94231,4.65257999999999,30.2549669690686,33.9646794702539,2.5,25.4889348174414
7,-1.9199725,4.62518249999999,29.1993276837619,33.9646794702539,3,25.4889348174414
7,-1.86099999999999,4.58797499999999,30.2296257452432,33.9646794702539,5,25.4889348174414
7,-1.4511125,4.16704749999999,46.3329327532009,33.9646794702539,7.5,25.4889348174414
8,-10.83259,-6.45629000000002,42.6585781077712,28.9374332217064,0.5,15.5374908174413
8,-10.8608975,-6.52475750000001,46.2415328010286,28.9374332217064,1,15.5374908174413
8,-10.3411466666667,-3.18435500000001,28.9374332217064,28.9374332217064,1.3,15.5374908174413
8,-10.85153,-6.58885000000001,44.9734672301728,28.9374332217064,1.6,15.5374908174413
8,-10.804725,-6.59541500000002,35.632308286925,28.9374332217064,2,15.5374908174413
8,-10.768175,-6.64183500000001,32.9562437880624,28.9374332217064,2.5,15.5374908174413
8,-10.72868,-6.70520500000001,33.57705890957,28.9374332217064,3,15.5374908174413
8,-10.6788125,-6.92323250000002,40.7696227473343,28.9374332217064,5,15.5374908174413
8,-10.521455,-7.12533000000001,15.4320215631745,28.9374332217064,7.5,15.5374908174413
9,-12.5534025,-4.45185750000001,33.4962965415866,37.6456737789341,0.5,17.6649488174415
9,-12.564255,-4.48606000000002,33.4782385131803,37.6456737789341,1,17.6649488174415
9,7.31605583333334,7.97974583333332,37.6456737789341,37.6456737789341,1.3,17.6649488174415
9,-12.5716975,-4.52592250000001,32.1366264338269,37.6456737789341,1.6,17.6649488174415
9,-12.5601975,-4.54518750000001,29.7457694528875,37.6456737789341,2,17.6649488174415
9,-12.57085,-4.58124000000001,28.5987447211263,37.6456737789341,2.5,17.6649488174415
9,-12.585755,-4.62322000000001,30.4959591997508,37.6456737789341,3,17.6649488174415
9,-12.6126725,-4.76467750000001,30.0686121636476,37.6456737789341,5,17.6649488174415
9,-12.6390025,-4.92542250000001,30.7011637755021,37.6456737789341,7.5,17.6649488174415
10,-10.39951,-3.23101500000001,38.1934812140628,45.0479257120562,0.5,10.9310578174414
