"id","BAF","N.tls","N.pam","G.tls","G.pam","V.tls","V.pam","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","n.pts","n.pts.est","n.pts.red","n.pts.red.est","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99","mean.z","mean.q.z","mean.g.z","mean.h.z","median.z","mode.z","max.z","min.z","var.z","sd.z","CV.z","D.z","ID.z","kurtosis.z","skewness.z","p.a.mean.z","p.a.mode.z","p.a.2m.z","p.b.mean.z","p.b.mode.z","p.b.2m.z","CRR.z","L2.z","L3.z","L4.z","L3.mu.z","L4.mu.z","L.CV.z","median.a.d.z","mode.a.d.z","weibull_c.z","weibull_b.z","mean.rho","mean.q.rho","mean.g.rho","mean.h.rho","median.rho","mode.rho","max.rho","min.rho","var.rho","sd.rho","CV.rho","D.rho","ID.rho","kurtosis.rho","skewness.rho","p.a.mean.rho","p.a.mode.rho","p.b.mean.rho","p.b.mode.rho","CRR.rho","L2.rho","L3.rho","L4.rho","L3.mu.rho","L4.mu.rho","L.CV.rho","median.a.d.rho","mode.a.d.rho","weibull_c.rho","weibull_b.rho","mean.r","mean.q.r","mean.g.r","mean.h.r","median.r","mode.r","max.r","min.r","var.r","sd.r","CV.r","D.r","ID.r","kurtosis.r","skewness.r","p.a.mean.r","p.a.mode.r","p.b.mean.r","p.b.mode.r","CRR.r","L2.r","L3.r","L4.r","L3.mu.r","L4.mu.r","L.CV.r","median.a.d.r","mode.a.d.r","weibull_c.r","weibull_b.r"
1,1,273.337849144633,274.674802249331,18,18.0813563442525,10.9491576158523,10.998649231599,30.7450079679591,31.3580443576903,30.1376130870629,29.5396180952717,14.0014770928819,14.0341482064444,13.9680961241271,13.9340960456468,35.5010873416505,35.7738788065733,35.2519315776799,35.0254608870159,14.2238803629346,14.2437478746874,14.2032400771774,14.1818392761637,8337.16666666667,7913.54415977882,1100.83333333333,1229.06358902669,0.679327148437551,2.97732714843755,5.45632714843737,7.11932714843738,7.63932714843736,7.86632714843745,8.16032714843755,8.68432714843743,9.35532714843748,10.0213271484374,10.3663271484374,10.7683271484375,11.5603271484374,12.4993271484375,13.9893271484375,8.60472096484529,9.00044292882235,7.90335638835642,5.96289352316385,8.65332714843748,7.88032714843757,15.9783271484375,0.100327148437373,6.96675498222192,2.6394611158761,0.306745695375789,15.8780000000002,2.6840000000002,4.05728963514489,-0.73321509634271,50.8665612241563,69.1298577094533,96.9064986407579,49.1334387758437,30.8260894897122,3.09350135924206,0.538524520427454,114010783.0965,1130794288.95691,11695407179.8865,-1812297363.42163,23423700246.8954,7.54728695930642e-08,1.41460618359217,0.724393816407721,3.62328311343426,9.54573397762497,6.93739303336744,8.26667962821589,4.87285290534724,2.3822949102001,6.59790461124555,0.10000734339655,14.7154783563875,0.10000734339655,20.2105843363517,4.4956183486092,0.648027050937751,14.6154710129909,8.31459118150424,1.67844162443061,0.143489686444197,48.0606109697158,99.9999289470954,51.9393890302842,0,0.471435101554559,96179026.7231267,1080240386.48934,12947694503.6129,-921454075.588219,10744570725.7827,7.21299982930615e-08,4.2017712543042,6.83738568997089,1.57813982740686,7.72756326764871,11.7723150836842,12.2207186773343,11.2879893812161,10.7585585611725,11.5636619395351,7.84196486332077,21.2127842688997,1.98422285427057,10.7585702052852,3.280025945825,0.278621997670699,19.2285614146291,5.46255731446119,2.37008542403669,0.153661210586897,47.8528522767482,92.0218246101682,52.1471477232518,7.97810433692719,0.554963220973485,210189809.819627,2838556137.84218,40367307166.396,-4584702604.89763,81479699157.7417,5.60080200547618e-08,2.74112858555652,3.93035022036346,4.03052484579706,12.9823356102212
