"id","k","N.tls","N.sh","G.tls","G.sh","V.tls","V.sh","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","n.pts","n.pts.est","n.pts.red","n.pts.red.est","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99","mean.z","mean.q.z","mean.g.z","mean.h.z","median.z","mode.z","max.z","min.z","var.z","sd.z","CV.z","D.z","ID.z","kurtosis.z","skewness.z","p.a.mean.z","p.a.mode.z","p.a.2m.z","p.b.mean.z","p.b.mode.z","p.b.2m.z","CRR.z","L2.z","L3.z","L4.z","L3.mu.z","L4.mu.z","L.CV.z","median.a.d.z","mode.a.d.z","weibull_c.z","weibull_b.z","mean.rho","mean.q.rho","mean.g.rho","mean.h.rho","median.rho","mode.rho","max.rho","min.rho","var.rho","sd.rho","CV.rho","D.rho","ID.rho","kurtosis.rho","skewness.rho","p.a.mean.rho","p.a.mode.rho","p.b.mean.rho","p.b.mode.rho","CRR.rho","L2.rho","L3.rho","L4.rho","L3.mu.rho","L4.mu.rho","L.CV.rho","median.a.d.rho","mode.a.d.rho","weibull_c.rho","weibull_b.rho","mean.r","mean.q.r","mean.g.r","mean.h.r","median.r","mode.r","max.r","min.r","var.r","sd.r","CV.r","D.r","ID.r","kurtosis.r","skewness.r","p.a.mean.r","p.a.mode.r","p.b.mean.r","p.b.mode.r","CRR.r","L2.r","L3.r","L4.r","L3.mu.r","L4.mu.r","L.CV.r","median.a.d.r","mode.a.d.r","weibull_c.r","weibull_b.r"
1,10,249.645066704981,256.864980167389,14.3662730185434,14.7817558852399,8.69343655961771,8.94485694809089,26.5563451710509,27.0685893114955,26.0479504145481,25.5554352317505,14.2663807484374,14.2960607459316,14.235566692829,14.2036503597112,36.2153326826603,36.2153326826603,36.2153326826603,36.2153326826603,14.8947341484374,14.8947341484374,14.8947341484374,14.8947341484374,6973.16666666667,3797.45136100095,594.5,589.78747128601,0.88297714843751,3.87432714843749,5.93832714843757,7.54232714843738,7.82832714843744,7.94632714843738,8.23432714843739,8.76132714843743,9.43832714843756,10.0563271484375,10.3863271484374,10.7963271484375,11.4763271484376,12.3283271484374,13.9443271484374,8.74918946948274,9.0828764138421,8.1746884382508,6.4751666681503,8.71732714843756,7.94032714843752,15.4893271484375,0.100327148437373,5.95033311253255,2.43933046398649,0.278806450871238,15.3890000000001,2.49299999999994,4.51074022704968,-0.758886547522261,49.5089706480285,69.7991129372162,97.7940663371118,50.4910293519715,30.1481322276218,2.20593366288823,0.564852778021757,88668140.0395769,875843096.417482,8992480012.89724,-1451478635.44973,19065174665.264,9.86734295495266e-08,1.24286232104519,0.808862321045225,4.02757689206711,9.64887955735614,5.04544504802038,6.03704544131781,3.59580330422726,1.90183969579289,4.75624383136982,0.10000734339655,11.2917943777518,0.10000734339655,10.9894121527158,3.31502822804207,0.65703385855778,11.1917870343553,5.89004307103292,1.7676472569823,0.259419405919727,48.1083158181698,99.9999069579627,51.8916841818302,0,0.44682402807134,39171452.720944,326980600.645414,2934964353.26341,-265931378.939637,2318924014.61578,1.288041340709e-07,2.9576382522919,4.94543770462383,1.55453188644993,5.61155339757587,10.5784296537383,10.906170804167,10.2278156108803,9.83832614306889,10.3985322140542,7.84196486332077,19.0505192922244,1.98422285427057,7.04139422203118,2.65356255287701,0.250846547146935,17.0662964379539,3.93078704403574,2.89138028415072,0.224705397469711,47.6851606324253,89.5527748392001,52.3148393675747,10.4471321187626,0.555283007852494,127839592.760521,1516969029.94868,18885073297.1132,-2540055019.47079,40530372159.2035,8.2747679535828e-08,2.01690163771885,2.73646479041757,4.52536137132218,11.5880874593252
