"id","radius","N.tls","N.hn","N.hr","N.hn.cov","N.hr.cov","N.sh","G.tls","G.hn","G.hr","G.hn.cov","G.hr.cov","G.sh","V.tls","V.hn","V.hr","V.hn.cov","V.hr.cov","V.sh","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","n.pts","n.pts.est","n.pts.red","n.pts.red.est","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99","mean.z","mean.q.z","mean.g.z","mean.h.z","median.z","mode.z","max.z","min.z","var.z","sd.z","CV.z","D.z","ID.z","kurtosis.z","skewness.z","p.a.mean.z","p.a.mode.z","p.a.2m.z","p.b.mean.z","p.b.mode.z","p.b.2m.z","CRR.z","L2.z","L3.z","L4.z","L3.mu.z","L4.mu.z","L.CV.z","median.a.d.z","mode.a.d.z","weibull_c.z","weibull_b.z","mean.rho","mean.q.rho","mean.g.rho","mean.h.rho","median.rho","mode.rho","max.rho","min.rho","var.rho","sd.rho","CV.rho","D.rho","ID.rho","kurtosis.rho","skewness.rho","p.a.mean.rho","p.a.mode.rho","p.b.mean.rho","p.b.mode.rho","CRR.rho","L2.rho","L3.rho","L4.rho","L3.mu.rho","L4.mu.rho","L.CV.rho","median.a.d.rho","mode.a.d.rho","weibull_c.rho","weibull_b.rho","mean.r","mean.q.r","mean.g.r","mean.h.r","median.r","mode.r","max.r","min.r","var.r","sd.r","CV.r","D.r","ID.r","kurtosis.r","skewness.r","p.a.mean.r","p.a.mode.r","p.b.mean.r","p.b.mode.r","CRR.r","L2.r","L3.r","L4.r","L3.mu.r","L4.mu.r","L.CV.r","median.a.d.r","mode.a.d.r","weibull_c.r","weibull_b.r"
1,10,222.816920328653,241.45535186925,237.339558778393,239.934093708383,234.212824868034,230.560056683774,12.8313867275018,13.9047204884151,13.667703780881,13.8171155985096,13.4876441519326,13.2772917194108,72.2646186286954,78.3094878654285,76.9746421202009,77.8161090831137,75.9605708672089,74.7758946793088,26.6321785763557,27.078074132301,26.1789611134448,25.7255744558909,11.9896290055803,12.0208638806112,11.9576837687222,11.925077110412,31.5091042831902,31.6075736634611,31.4077157435472,31.3036186745458,12.7798902909459,12.7859117063498,12.7738158777928,12.7676863276245,9788.66666666667,1796.62042743909,444.666666666667,322.351975763724,1.17632714843739,4.14932714843758,5.98432714843739,7.55532714843753,7.82432714843753,7.93232714843748,8.17632714843739,8.64632714843742,9.35732714843744,10.0023271484374,10.3203271484374,10.6853271484374,11.3973271484374,12.0353271484375,13.4333271484375,8.68662205557891,8.99172424478567,8.18591169620639,6.94945228079888,8.60132714843758,7.93532714843741,15.1163271484374,0.250327148437464,5.3937060506288,2.3224353706032,0.267357708870462,14.866,2.423,4.53541256545739,-0.817650061428474,48.5513313143969,69.2979961719118,98.0720263751238,51.4486686856031,30.6441205934403,1.92797362487622,0.574651631330752,112023086.684041,1088745308.76163,10962245432.2084,-1830560026.86935,23849979308.9631,7.7543141442615e-08,1.22329490714148,0.751294907141498,4.21846511267379,9.55448157527793,4.4552018258091,5.32524176082707,3.2030207774963,1.74546367090947,3.97714503127207,0.100003290557205,9.99999094800615,0.100003290557205,8.5093826440925,2.91708461380408,0.654759251737,9.89998765744894,5.06869259339599,1.78222276282329,0.281222302108715,46.6033655997483,99.9999278263907,53.3966344002517,0,0.44552058586587,39291647.032087,289779246.488406,2301164191.307,-235377229.439767,1816420653.91719,1.13388014052219e-07,2.56271912537941,4.35519853525189,1.56041883278989,4.95702687060545,10.1762505908585,10.4503255789245,9.87858308351307,9.54112610032898,10.0361281352011,7.93995694119557,18.046292290632,1.98540305808119,5.6532326977173,2.37765277063689,0.233647230815324,16.0608892325508,3.48667652110579,2.86422003971283,0.095350886780216,48.1500460467627,85.5438425806973,51.8499539532373,14.4560852456934,0.563897028097073,151314733.716128,1701009906.7191,19924353575.9817,-2918437930.80877,44702069598.783,6.72522122660541e-08,1.76531824618189,2.23629364966292,4.8924071476973,11.0971662782926
2,10,350.14087480217,379.429838651679,372.962163794618,374.98139332439,366.279908908997,364.284256084342,18.9153713065552,20.4976248115502,20.1482269542434,20.2573101234975,19.7872370172703,19.6794275128853,101.806642662496,110.322675183025,108.442139917321,109.029249260974,106.499213557454,105.918959355162,25.7515015853778,26.2265454048896,25.2937478529795,24.8617511834828,11.59379984375,11.6619935602509,11.5196621113361,11.4390224734465,32.6837784844504,32.7578988654367,32.6087001568251,32.5327972733234,12.4195032651639,12.44331994652,12.3957570288378,12.3721214288628,11222,2815.06063523728,611.166666666667,506.502088694518,1.04258984374997,4.12158984374992,5.89858984374996,7.33558984375008,7.91258984375008,8.44858984374991,9.11058984374995,9.66358984375006,10.22358984375,10.6495898437499,10.79058984375,10.87958984375,11.37958984375,11.9025898437499,13.43458984375,9.05232199967962,9.38395333653256,8.47513660012998,7.02012462840236,9.60558984375007,10.7885898437501,16.82858984375,0.250589843750049,6.11405192069688,2.47266089884903,0.273152114886826,16.578,2.93299999999999,4.50111686048944,-1.08714327702968,60.1016932452556,23.9389667668964,97.8242174434252,39.8983067547443,75.9716648703683,2.17578255657475,0.537913282320655,101884569.844331,1031348421.75631,10753389698.9619,-1735525893.75628,23502278856.7967,8.88488022623112e-08,1.58626784407035,1.73626784407044,4.11980372148189,9.97027159195432,5.44335545619901,6.21080764914528,4.02738791997353,1.85929307789928,5.91372717188939,0.100003488350974,9.99999480418664,0.100003488350974,8.94402076244489,2.99065557402468,0.549413977846855,9.89999131583566,5.16481490655938,1.75427355613832,-0.24674697767347,52.3686505463657,99.9999135702488,47.6313494536343,0,0.544335828446638,44630617.4916515,347962930.26635,2851615225.39804,-380857692.86925,3209731874.3317,1.21964601032402e-07,2.60795739484731,5.34335196784804,1.89247930252237,6.13351062928542,11.0698959675215,11.2531200951959,10.8578151331334,10.5925877995046,10.9558635541158,10.7780537917466,18.1325573753468,1.155217999217,4.09011868023193,2.02240418320175,0.182694055042195,16.9773393761298,2.09220852377913,4.72047376068665,-0.319191954386892,47.7358430228287,57.0204726151655,52.2641569771713,42.9794409550833,0.610498328414074,146515187.335983,1723625154.93496,20809992901.7079,-3142095776.41122,52214652343.8516,7.55545972318658e-08,1.04012114898599,0.291842175774967,6.39522049906482,11.8907914738245
3,10,381.971863420549,413.923460347286,406.867815048674,414.244491252108,403.997384771082,392.624777332812,23.5585839524916,25.5292379474586,25.0940723553706,25.5490379229198,24.9170350414993,24.2156155057932,115.706948331283,125.38572870426,123.248432049214,125.482975412392,122.378921073082,118.933929891092,27.8697616376089,28.0229572270615,27.7122691656304,27.5509255915441,11.3820134869791,11.4424621385577,11.3233197192113,11.266331984044,31.1730331850095,31.2094930566281,31.136984059948,31.1014075005949,11.7854071745078,11.9391591795807,11.6288353361818,11.4725473672287,7931,3522.60568106049,644.666666666667,676.398701407943,0.753528320312398,3.11952832031238,5.44652832031238,7.36252832031255,7.85252832031256,8.33152832031237,8.91452832031246,9.61252832031255,10.2195283203125,10.8165283203125,11.0085283203125,11.2975283203125,12.3755283203125,13.0475283203125,14.0775283203125,9.17711607629509,9.59825107298482,8.41914003388311,6.53372428006976,9.61252832031255,10.8455283203125,15.9285283203126,0.250528320312469,7.90697207982647,2.8119338683238,0.306407137595999,15.6780000000001,3.15599999999995,3.93046975360549,-0.928425980773231,56.403922927793,29.2090120666286,96.8964962729389,43.596077072207,70.7591258810756,3.10350372706107,0.576143375693543,92236146.2306334,971093853.465155,10589014797.5817,-1568290061.91729,21550099741.0762,9.94958750048817e-08,1.68541224401745,1.6684122440174,3.62773030764154,10.1800478274358,6.67234051735166,6.88569311888248,6.45260585323921,6.23467216823466,6.56816061771106,1.06082733284319,9.99998519094287,1.06082733284319,2.8926446371365,1.70077765658433,0.254899709054326,8.93915785809968,3.08909267974567,1.84589856086138,0.177521228878754,48.0451781927724,99.9999001189583,51.9548218072276,0,0.667235039847349,47469238.3361709,356252676.101613,2796808210.26703,-593939496.626248,5968664998.36285,1.40561356179744e-07,1.54256561859619,5.61151318450847,4.44625243022236,7.31666729687222,11.6440749232575,11.8126708828901,11.4574467534945,11.2438533501511,11.7538268082373,1.18077358078223,18.263093704133,1.18077358078223,3.95471651905753,1.98864690658184,0.170786165469425,17.0823201233507,2.54710721504148,3.76978488431111,-0.294504109090146,52.9294610119348,99.9999001189583,47.0705389880652,0,0.637574066688518,139705384.566804,1716628699.77907,21577086613.2767,-3163588037.94434,55274110885.4351,8.33473595836211e-08,1.27485418626463,10.4633013424753,6.87801387200277,12.4591611742497
4,10,254.647908947033,275.948973564857,271.245210032449,274.769861450832,268.149727296842,265.583288018814,22.1567253268735,24.0101151303033,23.6008441607474,23.9075214614682,23.3315085081966,23.108204533754,124.406956193885,134.813484265333,132.515484230138,134.237434967604,131.003201695873,129.749380684124,32.7182226794185,33.2841744128298,32.1487273211808,31.586091185985,12.6963622890625,12.8160230964039,12.569746627838,12.4359720354505,38.6993662467119,38.8741156353178,38.5313109594931,38.3710098356436,12.5597386383705,12.576498453247,12.5418554177759,12.5225663707098,14815.8333333333,2391.3162399928,253.5,228.627711436121,0.829321289062364,3.24032128906242,5.58832128906238,7.13732128906258,7.58432128906247,7.89632128906237,8.79632128906246,9.43932128906249,9.99932128906244,10.6753212890624,11.1443212890624,11.6673212890626,13.0533212890625,13.7863212890625,15.0833212890625,9.20883605832249,9.6760829092237,8.44500721092684,6.69794522579584,9.43932128906249,9.49032128906242,35.2893212890624,0.250321289062413,8.82394783604541,2.97051305939654,0.322572042827491,35.039,3.55999999999995,3.51380263814676,-0.532458982806226,54.148600418842,48.8943947929878,97.140207192415,45.851399581158,51.0757815598095,2.85979280758504,0.260952484262617,28567997.6179013,308407516.343129,3490877951.60163,-480824941.522658,6666412747.24576,3.22347970673031e-07,1.76748523074004,0.281485230739936,3.42634053359532,10.2463624763184,4.80100700529977,5.40106801408016,4.06708579068907,3.28443969968891,4.66817480619703,0.611819674319862,9.99995819148176,0.611819674319862,6.12188749119035,2.47424483250756,0.515359554730137,9.3881385171619,3.94011334728628,2.07163403587809,0.27216486909279,47.9515087160428,99.9996722676132,52.0484912839572,0,0.480102707768258,8901023.17131252,61927806.4605224,468289564.334915,-66273596.015661,510018427.81768,5.39376980926545e-07,2.02185877016836,4.18918733097991,2.03176671808342,5.41874672072144,10.7839338770409,11.0814311421806,10.423269731429,9.95030859933141,10.5052462853179,9.21265944205228,35.4868961491879,2.20085899187563,6.50490761319007,2.55047203732761,0.236506646499159,33.2860371573122,3.3321129894627,3.51063034943207,-0.328658878824607,44.5345708508261,77.139682820596,55.4654291491739,22.8599894470171,0.303884956061103,37469020.7892139,445207960.691787,5485056119.51677,-766979858.996268,12425003393.243,2.87809332880811e-07,1.61879383553632,1.57127443498859,4.8275659878201,11.7689426695848
5,10,318.309886183791,344.936216956072,339.056512540562,360.748785739318,349.038138667318,334.128771758858,21.3479399646652,23.1336756124665,22.7393442318828,24.1941697526861,23.4087772735594,22.4088577502016,117.114936836951,126.911494160323,124.748189653831,132.729371878423,128.420703653883,122.935138676002,28.641596923679,29.2218684992354,27.9823873327362,27.2371492280501,12.77420176875,12.9932873099956,12.4787835792605,12.0834008566122,34.9863784197903,35.0587188788534,34.9117816416584,34.8351764022567,13.3991045945078,13.4046672920361,13.3935883738396,13.3881211685752,13582.3333333333,4682.32375577175,574.666666666667,445.805830415308,0.89729296874998,4.46929296874987,7.79629296874987,8.69529296874998,9.04429296874992,9.56129296874997,10.5142929687499,10.9602929687501,11.4782929687499,12.07729296875,12.4602929687501,12.85829296875,13.79829296875,14.3622929687499,15.3942929687501,10.5841871606058,10.9637157328844,9.86361810250366,7.7851573380108,10.96429296875,10.94529296875,16.88629296875,0.250292968750045,8.17805129885615,2.85972923523472,0.270188838485264,16.636,3.42599999999993,5.03840857590534,-1.18777113688176,58.9127047560355,50.6491911943518,97.6657475303327,41.0872952439646,49.3128657171125,2.33425246966731,0.626791633912368,151746389.768564,1789588757.22199,21722917666.7889,-3028745442.16063,47953862765.8063,6.97491859723861e-08,1.7188941918557,0.361105808144227,4.16971547850741,11.6494186378099,5.35988499724238,6.08060736713392,4.03756510498659,2.05302472017149,5.69399071311171,0.100007274893966,9.99999642814742,0.100007274893966,8.2454253010387,2.87148485997031,0.535736281925389,9.89998915325346,4.84494480657027,1.90914138357509,-0.279410933239732,54.1744922636498,99.9999207868715,45.8255077363502,0,0.535988691171497,46676335.9417356,353412043.973068,2820930171.80267,-397127026.286506,3289545552.83478,1.14830885696189e-07,2.45115991271381,5.25987772234842,1.94611849713225,6.04438901897948,12.2284537937052,12.5370191283551,11.850901831927,11.3335473028371,12.4715187789607,11.3467336968724,18.4313532571385,0.878537813653512,7.64177249324486,2.76437560639738,0.226060927491944,17.552815443485,4.17356465939024,2.99200882548836,-0.512461629222346,53.3444178904435,63.0628389826816,46.6555821095565,36.9370818041899,0.663459357709891,198422725.7103,2648674842.99505,36436151564.7158,-4630530898.74758,84906244332.5458,6.16282925755135e-08,2.16032045355663,0.881720096832849,5.07247435125482,13.3072430470789
6,10,254.647908947033,275.948973564857,271.245210032449,276.134577367493,269.307607666169,260.629782616559,15.9646826465726,17.3001137446086,17.0052199347598,17.3117498339028,16.8837455154299,16.3397052224923,89.5913892604686,97.0856270090884,95.430727460281,97.1509269858246,94.7490313546769,91.6959593496146,28.069210331871,28.2530375770222,27.8826928238066,27.694529626199,12.823806,12.8468925343236,12.8001992889112,12.7761113264265,31.4118560393291,31.4484142839719,31.3751296040535,31.3382993398256,12.7937940618966,12.8166641926738,12.7712964379943,12.7492296239707,6254.5,1674.80862209857,448,364.171411370076,0.606031249999887,3.03503124999997,6.00903124999991,8.20503125000005,8.69703125000001,9.23303125000007,10.05203125,10.6620312499999,11.19903125,11.6070312499999,11.8080312499999,12.04303125,12.8660312499999,13.4060312500001,14.68603125,9.94802139074433,10.3706776230822,9.07804538734399,6.62684404644005,10.6620312499999,11.45903125,16.4530312499999,0.250031249999893,8.58783554478448,2.93050090339254,0.294581282878934,16.203,3.11099999999987,4.77327624150917,-1.3195710788883,61.5450139816012,33.646293715242,96.6045220349785,38.4549860183988,66.3177016229697,3.39547796502153,0.604631525922885,85730909.1900021,962580011.650669,11098719110.7106,-1595976774.78497,23700818001.3882,1.16037745134569e-07,1.68899014074442,1.51100985925562,3.7895718978073,11.0087262325842,6.59406761740341,6.94981435002799,6.18065561032174,5.71924829002331,6.50704951353665,0.967790122959413,9.99999266151976,0.967790122959413,4.81819780148174,2.19503936217138,0.332880930183081,9.03220253856034,3.99359377710453,1.8674318213226,-0.0993663425570537,48.8461572237019,99.9998745482168,51.1538427762981,0,0.659407245645045,38500783.5318049,303690374.097056,2521537499.20305,-457939362.255238,4555795905.52592,1.71270997951409e-07,1.97897149689624,5.626277494444,3.30852579864851,7.35016617889814,12.2592728952246,12.4840247461207,11.9881935786039,11.6390400032803,12.4526018562168,1.07113370340696,18.7446519195382,1.07113370340696,5.56110891867582,2.3582003559231,0.192360540146039,17.6735182161313,2.64571576204175,4.16709734910134,-0.634096653809511,54.2237733638265,99.9998745482168,45.7762266361735,0,0.654014432908529,124231692.721807,1625048933.75667,21779500091.9888,-2943918051.29362,54116275528.9435,9.86807200854685e-08,1.32661063196564,11.1881391918176,6.04783387652361,13.2086206499181
7,10,222.816920328653,241.45535186925,237.339558778393,240.585611890888,234.769037885705,227.616721021647,14.5491747084943,15.7661998624929,15.4974528003103,15.709408848249,15.3296066712802,14.8625851027557,68.43173627679,74.155988411313,72.8919422744759,73.8888730740179,72.1024815478714,69.9058554537341,28.6498242527204,28.8336853682279,28.4661536171458,28.2844718460391,9.42725157254464,9.53804101254772,9.30623011107333,9.17477096347749,32.0954808080393,32.1137381901083,32.0768287016549,32.0577284079088,9.46779347246699,9.49153706715985,9.44216888560868,9.41433437284696,5714,2111.97441453625,421.666666666667,336.786351760533,0.568565429687396,1.93556542968759,3.8335654296875,5.43656542968756,5.97156542968742,6.55756542968743,6.98456542968756,7.4625654296874,8.12156542968751,9.19956542968748,9.47856542968748,9.83256542968752,10.9425654296874,11.5555654296875,13.1495654296875,7.49391953642123,7.97757498105244,6.6921314766251,5.00931896996564,7.4625654296874,6.95756542968752,15.2105654296874,0.250565429687413,7.48288440729464,2.73548613728797,0.365027423098583,14.96,3.50700000000006,3.048755499437,-0.414343551882284,49.4144320299426,60.8613873456521,94.8552031399173,50.5855679700574,39.0987145528325,5.14479686008274,0.492678564190313,40196672.1237862,366710021.939201,3531747461.02405,-536981015.943972,6083744871.75467,1.86431342210211e-07,1.81764589326633,0.536354106733707,2.98549814266178,8.39382193571683,5.62676917766951,6.19634497159068,4.95894894620743,4.2867189265898,5.37503288454568,1.27024251265546,9.99998975538524,1.27024251265546,6.7341702901144,2.5950279940907,0.461193255339026,8.72974724272978,4.99154029235348,1.59599880131534,0.0912346366717027,47.2190864918011,99.9998416742003,52.7809135081989,0,0.562677494208367,24250432.3922131,185323897.056367,1509477761.15917,-224030503.239619,1945065040.83664,2.32027581474229e-07,2.49397857460296,4.35652666501405,2.29939105231093,6.35138592500463,9.73267676810287,10.1013065286264,9.35089119876781,8.96184920694684,9.50676159858481,9.66440634459674,18.1033277043326,2.64537763223049,7.3114080887468,2.70396155459851,0.277823009951411,15.4579500721021,3.90954252222749,2.50601355276117,0.325288015841414,45.9450387819046,47.147523230353,54.0549612180954,52.8523184438474,0.537618106850797,64447104.5159993,721194530.863453,8534665598.78646,-1160532135.96408,17086536376.6453,1.51018061109118e-07,1.95427811152028,0.0682704235061298,4.04336482722249,10.7311060901252
8,10,381.971863420549,413.923460347286,406.867815048674,409.16690697197,399.661160230088,397.010009714478,25.4754480433528,27.6064459658701,27.1358727576565,27.289209698012,26.6552280348929,26.4784106991585,162.314898723478,175.892391507303,172.894169748723,173.871144516822,169.831778093644,168.705199754631,27.9793116537879,29.1407206747721,26.8102586902891,25.6360441805879,12.96714753125,13.221756284784,12.6428936193676,12.2267334329785,37.570584426187,38.2140846748466,36.969856571336,36.4259958706062,14.3023917298547,14.4195365631134,14.1881246773108,14.0780810463948,9743.66666666667,3757.25519010964,562.666666666667,611.53763497612,0.930707031249994,4.50095703124993,7.51770703124998,9.45470703124988,9.65370703124995,9.92070703125,10.66070703125,11.24670703125,11.80470703125,12.25870703125,12.68970703125,12.97970703125,13.9557070312501,14.74870703125,16.5597070312499,10.8603266232021,11.2518502491273,10.1099355827469,7.92854628507325,11.2647070312501,11.99870703125,18.6087070312499,0.250707031249931,8.65744695357857,2.94235398169197,0.270926840764244,18.358,3.02700000000004,5.23584674348724,-1.18908025338159,57.2733287429777,35.3721975962922,97.6958715418713,42.7266712570223,64.5945531894835,2.30412845812872,0.583615326146209,150405458.01793,1820865638.32634,22708259824.5085,-3079488999.75553,50046395337.3585,7.22069981124452e-08,1.42238040804794,1.13838040804783,4.15719278512707,11.955416143298,5.31213264724371,6.06978785467613,3.94638695880034,1.85452165805192,5.46707586338373,0.100001589749048,9.99999762325405,0.100001589749048,8.62357859777822,2.9365930255618,0.552808677901804,9.899996033505,5.11611229152585,1.74893039195886,-0.188882098863348,50.8671731770592,99.9999158247741,49.1328268229408,0,0.531213390980299,43768607.9410702,335665498.952046,2714338876.14474,-361848154.748941,2992511153.74324,1.21368553790788e-07,2.58450230013534,5.21213105749466,1.87961203267701,5.98425683115784,12.5300044561092,12.7846180478558,12.2209552535085,11.7919516754872,12.5079325242631,9.60622755758768,20.2589720831749,0.624342800818545,6.44545238491685,2.53878955112803,0.202616811512002,19.6346292823563,3.03802171038492,4.08415775979354,-0.45028192317826,49.6383832296014,89.646531391467,50.3616167703986,10.3533844333071,0.61849161964715,194174065.959,2616137402.50163,36259293992.0636,-4682864398.233,88051515573.5319,6.45297526949605e-08,1.5325096810703,2.92377689852156,5.71602859912982,13.5428281362303
9,10,159.154943091895,172.468108478036,169.528256270281,189.248373845743,180.681453169974,161.422549508167,15.6162930180335,16.9225816423678,16.6341231589922,18.5690623347782,17.7284755396962,15.8387907021025,86.5109626573129,93.7475255387185,92.1495265094564,102.868680574207,98.2120073960342,87.743552799903,34.7762997719875,35.3454868610221,34.1653735273297,33.5181439744778,12.9485464359375,13.0722422899453,12.8289029978718,12.7145335068566,38.4559734508467,38.6682405293225,38.2500929790429,38.0522252319705,14.0219010829347,14.1006195470652,13.9431451826646,13.8649047246087,4279.33333333333,1646.02859650354,308.333333333333,270.980850533334,0.603131835937575,3.57913183593746,5.83213183593739,7.14813183593742,7.77213183593744,8.5101318359375,9.49913183593753,10.2031318359375,10.7891318359375,11.4051318359375,11.7321318359375,12.0271318359376,12.9871318359374,13.5761318359375,14.6691318359374,9.60522537121714,10.0661789364225,8.7433057982637,6.440769371024,10.2031318359375,11.8191318359375,16.4961318359374,0.250131835937509,9.06761437391138,3.01124797615729,0.313501022597632,16.2459999999999,3.96000000000004,3.75827677893168,-0.904423423848159,58.9692734346974,23.3242041263096,96.5297515567942,41.0307265653026,76.6502708867978,3.47024844320575,0.582271375298531,88128573.2096538,976518311.829229,11212339438.2016,-1562964337.77538,22478240444.7095,1.08991045938833e-07,2.06109353527977,2.21390646472032,3.53668269484877,10.6695500550099,6.73011036316594,7.01906506186225,6.40042929021586,6.03277776130528,6.62898941555607,0.415134222398436,9.99999838138032,0.415134222398436,3.97289341019203,1.99321183274433,0.296163320538283,9.58486415898189,3.5016281397135,1.97361546164319,-0.137767316300635,47.7965727531113,99.9998850225816,52.2034272468887,0,0.673011145251502,42849522.1176837,333943140.434525,2724935968.95639,-531202288.475841,5380089693.46204,1.57063837134101e-07,1.76852730705475,6.3149761407675,3.76713783009424,7.45016499232979,11.991092237183,12.27172492858,11.6620115650888,11.2431215492192,12.1983693889828,0.913863813099682,19.0063481155044,0.714039756422802,6.80894751085289,2.60939600498906,0.21761120283085,18.2923083590816,3.60549802878861,2.95111283002239,-0.399021914228112,54.2258800371607,99.992871400057,45.7741199628393,0.00701362252453618,0.630899327125408,130978095.327337,1706426439.41168,22913600259.5897,-3005281378.64087,54062999692.1236,9.15503634956299e-08,1.81468818118913,11.0772284240833,5.28813962217408,13.0177360522357
10,10,159.154943091895,172.468108478036,169.528256270281,180.43418986701,174.563679257582,161.02735097476,12.6210948302709,13.6768378663671,13.4437055942539,14.3085535183142,13.8430180491398,12.769578044122,66.1951301878567,71.7322922692078,70.5095599063616,75.0455151222722,72.603874250107,66.9738950892989,31.6317728189513,31.7755816063478,31.4907897448181,31.3533523257534,12.8659057046874,13.0307976184472,12.6904738836961,12.5083486160395,33.5388091571386,33.617979876674,33.4600753610891,33.3820428036566,11.9690793671897,12.1734019383201,11.7742600344259,11.5938311590137,3406.33333333333,1455.66402561483,275.666666666667,233.315573401724,0.572987304687558,2.72298730468742,5.49598730468756,7.91698730468738,8.43598730468739,8.78098730468741,9.39498730468745,10.1179873046874,10.7929873046876,11.5929873046875,12.0319873046874,12.4379873046876,13.2619873046874,13.8659873046875,14.8109873046874,9.73474569113375,10.2347407978595,8.75151884951749,6.18585566448577,10.1179873046874,9.12298730468751,16.9289873046876,0.250987304687442,9.98465878342679,3.1598510698175,0.324595132741417,16.6780000000001,3.596,3.89963007745967,-0.961708754392652,56.114615097661,64.2150413730022,95.780391865323,43.885384902339,35.7561508571307,4.21960813467699,0.575034142085879,78904866.8853903,891695670.138564,10444019979.8942,-1412658923.59586,20586918534.0162,1.23373197058599e-07,1.84424161355367,0.611758386446235,3.40258538581487,10.8354382834561,6.34676902797743,6.73557267174821,5.88255878335864,5.34370580896445,6.42967274117271,0.822846671877436,9.99999032238605,0.822846671877436,5.08646887443434,2.25532012681888,0.355349330797627,9.17714365050862,4.13267192031006,1.83978067145461,-0.114956651270146,50.6603882543952,99.9998672453002,49.3396117456048,0,0.634677517014142,34174262.2055995,264537750.080963,2158913228.92827,-386150185.366009,3702606926.89374,1.85717806862777e-07,2.05998047064966,5.52392235609999,3.07630847166779,7.09938559931106,11.9609437793071,12.2522593188265,11.556626383601,10.7962979638699,11.9209198648652,1.13584583668796,19.0721563700593,0.894550342842147,7.05369168813433,2.65587870358086,0.222045914819501,18.1776060272171,3.49051475172887,4.4608024102888,-0.644233775176709,49.3581974035836,99.9507480063563,50.6418025964164,0.0491192389438567,0.62714165861623,113079129.09099,1470546633.97089,19710531864.7533,-2587049260.67498,46419402627.0244,1.05774990269713e-07,1.72457999609102,10.8250979426191,5.17285926460687,13.0014465347422
11,10,254.647908947033,275.948973564857,271.245210032449,272.432947214986,266.142954283739,263.666611910806,20.9322509122211,22.6832145510802,22.2965616274444,22.3941945230979,21.8771523419256,21.6735951240041,112.885519444068,122.328289871823,120.243109624738,120.769633990746,117.981277619475,116.883514059406,32.0821112183671,32.351391710575,31.7639313916036,31.3905441200447,13.0862414843749,13.233044895131,12.9225575322613,12.7409327913104,35.1734490432803,35.1915145621175,35.1556364699092,35.138089860772,14.6506289570152,14.6889414558596,14.611851351318,14.5727227348975,10793.6666666667,2464.01348183659,461.666666666667,421.053845308761,1.11616210937495,4.78916210937496,6.50216210937492,8.01416210937487,8.44416210937493,9.01316210937489,9.85016210937488,10.593162109375,11.4931621093749,12.267162109375,12.6941621093749,12.895162109375,13.1751621093749,13.491162109375,14.9731621093749,10.1795571361913,10.573591925622,9.51667397697681,7.78214533423212,10.5491621093749,12.9351621093749,17.1951621093749,0.250162109374969,8.17746896549751,2.85962741725168,0.280918646950255,16.9449999999999,4.23300000000017,3.81726382420875,-0.910380635005615,54.2336056841621,17.4101902841088,98.2311069499482,45.7663943158379,82.5345962428873,1.76889305005181,0.592001231011446,146399071.480133,1680407960.32787,19917568616.5783,-2790423068.44393,42516503784.59,6.95329351017962e-08,2.09839502681644,2.75560497318361,3.994110366086,11.231666012854,4.50507704055983,5.5278417365222,2.87253042418189,1.2541284062027,4.10077411782022,0.10000326010468,9.99999419941794,0.10000326010468,10.2613229589407,3.20332997971496,0.711048879048003,9.89999093931326,6.13756317870354,1.61399847120353,0.185659088724949,47.1012163001169,99.9999236328174,52.8987836998831,0,0.450507965376825,40013305.7584883,309322012.426547,2542189309.27913,-231466879.974294,1840702981.79457,1.12589473805326e-07,3.08933727709644,4.40507378045515,1.42694103124573,4.95722266646223,11.7032488181811,11.9313821694561,11.4407721840708,11.1172720622756,12.0081523401493,12.9335487318602,19.5422760942356,0.707564947781043,5.3918516909621,2.3220361088842,0.198409530973732,18.8347111464546,2.83162851293444,3.77959947755846,-0.3152466976887,56.3085020348036,30.9235923428153,43.6914979651964,69.0763312900021,0.598868256785771,186412377.238621,2341721922.90302,30269295328.6368,-4203166172.03854,73839204505.9417,6.27815008399369e-08,1.39306649614141,1.23029991367911,5.84794011067839,12.6330892244146
